Username,Summary,Userhistory,label
SAD33Q_,We are living,"When you secure a girls number, you should have to let it cool for 2-3 days before you call her. Some of us are just really just living, aint dating, aintmt being a hoe, we just eating, praying, sleeping amp; minding our own. Jazakallahu khairan dear the most depressing and uncomfortable chair ever. Worries ends when sallah begins. Fajr your iman will wake you up or your ignorance will make you sleep. Happy bornday zainab may you succeed in both worlds ytm chelsea. Alhamdulillah for yet another day of life. Dominic calvert-lewin has 9 pl goals in 2019/20 and could become only the second englishman in the last 13 seasons to r chelsea enter cavani race. With jburttelegraph cfc.",0
SAD33Q_,inter milan looking to sign,"Victor moses has just landed in milano, hetms ready to have medicals with inter. transfers. Somewhere out there is a person looking for everything youre giving to someone who doesnt appreciate it. Inter milan are willing to pay 11 million plus two bonuses to sign christian eriksen from tottenham this month, accordi dontmt frustate yourself by forcing things to occur. Your time will come. Whats meant for you will reach you. Just go with the. Leonardo, psg sport director: edinson cavani has asked to leave this month but wetmve refused atletico madrid bid. Kurz victor moses has agreed personal terms with inter. Hetms ready to leave fenerbahe - antonio conte is waiting for him. L edinson cavani has offially handed in a transfer request...",0
pretthiaaa,leave the wrong person,"Unsaon pag pugong ug kaon oyy. Not again thiang! Dikyko kblo mo comfort ug mas maguwang pa nko haha. Leave the wrong place, wrong person and leave your old life . We love 2 screen actors. Samok jud nis almoranas ba hahaha. Very wrong jud ni. I dont get how some people can ask expensive things from their significant other, i find it embarrassing. Kaulit.",0
pretthiaaa,Lose toxic people,"Strength is when you have so much to cry for but you prefer to smile instead. Donut worry, be happy . Gg hahahahhaa. That wrong relationship you're trying to get yourself into will never fulfill your emptiness. He speaks to me right. My friend just dropped this to me, people have different. A beautiful visayan word that ensures your future will be alright. Joshua saying janella is his baby. Mahilig kumanta, pero pangit ang boses. Yes i exist. When you realize you have to lose your favorite toxic person to actually be happy in life. Gemingaw nkos lima nko ka dog",0
iamkhengin,Join me and tweet,"Trending 10th spot nationwide. Keep on tweeting beautiful people! Twitter party alert! ! Please join and tweet with us! Her simplicity makes her even more beautiful and unique. Hand in hand. You and me. Today. Tomorrow. Seduce my mind and you can have my body, find my soul and im yours forev. When two souls fall inlove! They are destined for each other! Show your love and support by using our official taglin. We miss you fumii! ! ! ! ! ! ! ! ! .",0
iamkhengin,keep smiling,I doubted my self baka hindi ko matapos to kasi subrang matrabaho. Masakit sa mata at likod. Pero kinaya ko at nakaya k mtwitter party starts now beautiful people! No double tagging or mention hello tuesday! Keep spreading smile and sunshine! Thank u sooo much carelineph fam for choosing and believing our dearest louyanong as one of ur new ambassadress. Now trending 10th spot nationwide. Kaya pa ba itaas? Power tweet and please dont forget the important 3rs! Whatas on your mind? Reply using our tagline tonight,0
den_orsua,Followed me,"One person followed me and one person unfollowed me. Hahahahhahahaha dahilan kung bakit bumaba tingin ko sa sarili ko. In all our wrongs, i want to write him, in a time where. I can find him. Before the tears. Trueeeeee! ! ! I believe in you, i really do, and you'll make it somehow. One person followed me. Kapagod. Literally just loving quen mygasshhh my hormones. Keeppp safee makati peeps! ! ! !. Hoyyy i misss asshhh! ! !. Misss youuuu cyraaaa. I missyouuutooo babeee. Thankk youuu!",0
SadTrumpClub,impeachment trial,"He sent fox live-tweets on new year's day and christma here is an interesting fact... Dwight d. Eisenhower is half black! His mom was black, and his father was german. Senate majority leader mcconnell lays out ground rules for trump's impeachment trial here they arethe rules. She lost to trump and continues to blame anyone but herself. Quite sad. From the party of lincoln, to the party of putin in less than one trump term. Alan youre making a fkn fool out of yourself for what? ? ?",1
SadTrumpClub,people are corrupted,"A low life narcissistic mob boss like donald trump? ? Ve. Sad half of the people using bideniscorrupt are bernie supporters, when we get a trump 2nd term hope they are happ he's averaging 15 lies a day... And his supporters just don't seem to care. Trying to tweet about trump speaking now at davos but my tweets continue to magically disappear. I get so sad when i o",1
NexusVortex777,I bought Russ,"A lot of you have a ""russ"" in your life .. You just don't appreciate him but you aint ready for it. I bought it when it was first released in stores, months ago. There was something i needed to see and i saw it, now i'm. Done with the mfer! ! I admit it, i've been fucking off lately.... Who got my book? Summer tour. Tickets in bio. Gotta love his sense of humor. God, i missed you. Stay checking lol"" i love you for this one baby. Already did this years ago with, ""what they want"" back in 2016.",0
NexusVortex778,the unapologetic truth,"Agreed, he needs to clone himself and let me date the original. Always, named my personal truth seeking blog ""the unapologetic truth"" years ago. Thank you for this. Individuality, yes- finally, he says it. Just posted a photoyup, i unfollowed his ass, idgaf...",0
ram_amper,Happy Birthday,"Papansin kay crush si crush deadma haha tulog... Tones and i - dance monkey (lyrics). Ang lungkot naman ng bday ko. Wala pa din kaming allowance. The most special day of the year has come. Happy birthday to myself! No matter what people say or think, i know that. Done 30minutes home workout. Cute",0
bigdaddyken___,Live your life,"I be glad when january over good morning. Have a go. No sucka shit allowed. I cant breathe. I m always up around this time. The bitches to. Or aquarius.... I hate them both. I cut ppl off with no warning or explanation... Figure it out on ya own bitch. Money come & go just live life. Its 3 in the morning itas time to lay down. It be too much. If you want someone to be bold & loyal , can be sensitive & aggressive when triggered it but is super laid back ! Aries are there. I be like ig said whole t",1
crackedaeongie,send me more memes,"Me when u ask what the title track is. Make orbits mad with 4 pictures. Yieeeeet si sam nmn nag recite ahahahha waw nmn ahahahahhaa d nakikinig tsk tsk just realized that no matter what haseulas still on the album bc 365 is on it. I know y'all have good intentions but tweets mentioning both words, even if it's in a positive way, count towards the negative yeojin is really blonde like really. Feed my obsession and send me more of these memes. I strive to have this level of soulmate behavior. Why is this video sending me so mucjjndnd her face at the end? ? ? Here's hyejoo now back of my girl. Why does it feel like they've switched auras lmao. Effortlessly pretty. I mean are we surprised? ? ? Girlie can go bald and she'd still look gorgeous",0
berdaespassia,donƒ??t blame yourself,"The cutest friendship ive ever see. Don't ever blame yourself just because someone's condition. Their feeling isn't your business. Ketika bekerja, kita akan dihadapkan dengan 4 pilihan: pentingnya mencuci tangan jadi gaess, temen w hp nya rusak touch screen nya gabisa jalan. Dan berakhir pake mouse lah hp nya comel betul cara dia explain tentang hiv dengan haart. Macam baymax dah.",0
berdaespassia,fix the problems,"Are you an introvert? Here's why it can be a real strength... Rekomendasi hotel/villa/resort instagramable, view bagus, untuk staycation atau honeymoon di bogor ! Don't break up. Fix the problem. Start the romance again. Go on dates again. Work on winning each other over again. In every scene, you are my star, michelleobama! Happy birthday, baby! Wtf happened... Kenapa masih ada orang yg percaya dalam delusi mau relationship tapi ga mau sakit hati sih ? Impossible dong",0
joy_jpg,Love the show,God guve me strength to not sit on his lap johnjy ? ! ! ? Johnnys photo diary: spain yall i know this may come as a shock... But ... I love johnny hes the prettie lowkey miss her bob tho no wonder aveda snatched her ass up lmao this is all her hair like iam still so shocked... Can u believe how far weave come i miss her. Love variety show joy so much ! ! ! ! Just missing the acting queen... The return of actress park sooyoung. Who is targeting exid? I'll boil you,0
DhadhaLicious,the real relationship,"Sana oil in life you will realize that there is a purpose for everyone you meet. Some will test you, some will use you, and somea i wanna marry 1 man, have all my kids by 1 man. I wanna live and grow old with 1 man. I wanna experience life with 1 man. Ia naabot mo na ba yung puntong punong puno ka na, wala kang magawa kundi umiyak na lang? Same here being in a relationship is not about kissing, dates or showing off. It's about being with the person who makes you happy. I wish i was brave enough to walk away from the things that i don't deserve and to have the guts to cut off people who are d dito ka sakin, iintindihin ko yang ugali mo. Gago with a good heart.",0
woosanshines,I love you all,"He kept saying stuff like will you remember this in 5 months and he referenced 5 months a coup. Is wonwoos 5 months thing a hint that theyre going to kcon ny again because i will go again no questions. Literally i am stubborn and could go back and forth with this for hours but i wont today djdjdjd . Literally i am broke. I love you . That live stream made me miss them so much, can i go back to 10 days ago. Stop this is so cute, thank you for always remembering my birthday even if i hate it i love you.",0
woosanshines,hope today is good,Wayvteen playing the encore songs on spotify skfksjdjdnsj. Oh thats shady we dont get to watch the encore stages. Ive just been sitting here popping balloons. Anyways today is a day i dont really enjoy usually so i do hope it wont be bad : (. Eye- well its not a lie i saw them 10 days agafter i finish watching svts la show i am going to b,0
